BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201507,18,1550,201507,18,1553,99011,595457,"INDIANA",18,2015,"July","Thunderstorm Wind","C",91,"LA PORTE","IWX","18-JUL-15 15:50:00","CST-6","18-JUL-15 15:53:00","0","0","0","0","0.00K","0.00K","NWS Employee","56.00","EG",,,,,,,,,,"2","SSW","MICHIGAN CITY MUNI","2","SSW","MICHIGAN CITY MUNI","41.6571","-86.8957","41.6571","-86.8957","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but two main bowing segments, one along and north of the Interstate 80/90 corridor and another along the US-30 corridor, developed as cold pool strengthened, causing widespread damaging winds and flooding.","Tree limbs down, with winds estimated at 65 mph on Interstate 94.","CSV"
201507,18,1755,201507,18,1758,99011,595459,"INDIANA",18,2015,"July","Thunderstorm Wind","C",39,"ELKHART","IWX","18-JUL-15 17:55:00","EST-5","18-JUL-15 17:58:00","0","0","0","0","0.00K","0.00K","Broadcast Media","50.00","EG",,,,,,,,,,"1","N","JAMESTOWN","1","N","JAMESTOWN","41.64","-86.02","41.64","-86.02","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but two main bowing segments, one along and north of the Interstate 80/90 corridor and another along the US-30 corridor, developed as cold pool strengthened, causing widespread damaging winds and flooding.","Tree damage reported with power outage.","CSV"
201507,18,1758,201507,18,1801,99011,595460,"INDIANA",18,2015,"July","Thunderstorm Wind","C",39,"ELKHART","IWX","18-JUL-15 17:58:00","EST-5","18-JUL-15 18:01:00","0","0","0","0","0.00K","0.00K","Amateur Radio","50.00","EG",,,,,,,,,,"2","NE","ELKHART","2","NE","ELKHART","41.7026","-85.9467","41.7026","-85.9467","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but two main bowing segments, one along and north of the Interstate 80/90 corridor and another along the US-30 corridor, developed as cold pool strengthened, causing widespread damaging winds and flooding.","Eighteen inch diameter tree down at the intersection of Bristol Street and Osolo Road.","CSV"
201507,18,1804,201507,18,1807,99011,595461,"INDIANA",18,2015,"July","Thunderstorm Wind","C",141,"ST. JOSEPH","IWX","18-JUL-15 18:04:00","EST-5","18-JUL-15 18:07:00","0","0","0","0","0.00K","0.00K","Broadcast Media","52.00","EG",,,,,,,,,,"1","W","GLENWOOD","1","W","GLENWOOD","41.67","-86.08","41.67","-86.08","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but two main bowing segments, one along and north of the Interstate 80/90 corridor and another along the US-30 corridor, developed as cold pool strengthened, causing widespread damaging winds and flooding.","Trees down, with estimated 60 mph winds.","CSV"
201507,12,2022,201507,12,2022,96474,580162,"NORTH DAKOTA",38,2015,"July","Hail","C",27,"EDDY","FGF","12-JUL-15 20:22:00","CST-6","12-JUL-15 20:22:00","0","0","0","0",,,"Public","1.00",,,,,,,,,,,"4","SSW","NEW ROCKFORD","4","SSW","NEW ROCKFORD","47.63","-99.17","47.63","-99.17","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","Nickel to quarter sized hail fell.","CSV"
201507,12,1930,201507,12,1930,96474,580164,"NORTH DAKOTA",38,2015,"July","Hail","C",5,"BENSON","FGF","12-JUL-15 19:30:00","CST-6","12-JUL-15 19:30:00","0","0","0","0",,,"Public","0.75",,,,,,,,,,,"1","NNW","LEEDS","1","NNW","LEEDS","48.29","-99.44","48.29","-99.44","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","","CSV"
201507,12,2224,201507,12,2224,96474,580163,"NORTH DAKOTA",38,2015,"July","Hail","C",3,"BARNES","FGF","12-JUL-15 22:24:00","CST-6","12-JUL-15 22:24:00","0","0","0","0",,,"Social Media","1.00",,,,,,,,,,,"0","N","ROGERS","0","N","ROGERS","47.07","-98.2","47.07","-98.2","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","","CSV"
201507,12,1503,201507,12,1503,96475,580165,"MINNESOTA",27,2015,"July","Funnel Cloud","C",167,"WILKIN","FGF","12-JUL-15 15:03:00","CST-6","12-JUL-15 15:03:00","0","0","0","0","0.00K","0.00K","Public",,,,,,,,,,,,"5","W","LAWNDALE","5","W","LAWNDALE","46.57","-96.47","46.57","-96.47","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","The funnel was observed from two and a half miles south-southeast of Barnesville.","CSV"
201507,12,1740,201507,12,1740,96475,595630,"MINNESOTA",27,2015,"July","Hail","C",51,"GRANT","FGF","12-JUL-15 17:40:00","CST-6","12-JUL-15 17:40:00","0","0","0","0",,,"NWS Storm Survey","2.50",,,,,,,,,,,"1","SW","ERDAHL","1","SW","ERDAHL","45.97","-95.85","45.97","-95.85","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","Very large hail and damaging winds decimated several sections of corn and beans across southeastern Sanford and southern Erdahl townships.","CSV"
201507,12,1805,201507,12,1805,96475,595631,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",51,"GRANT","FGF","12-JUL-15 18:05:00","CST-6","12-JUL-15 18:05:00","0","0","0","0",,,"Trained Spotter","78.00","EG",,,,,,,,,,"3","NW","HOFFMAN","3","NW","HOFFMAN","45.87","-95.84","45.87","-95.84","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","Numerous trees were blown down along the highway 55 corridor between Barrett and Hoffman.","CSV"
201507,12,1845,201507,12,1845,96475,595633,"MINNESOTA",27,2015,"July","Hail","C",125,"RED LAKE","FGF","12-JUL-15 18:45:00","CST-6","12-JUL-15 18:45:00","0","0","0","0",,,"Public","1.50",,,,,,,,,,,"1","E","TERREBONNE","1","E","TERREBONNE","47.83","-96.13","47.83","-96.13","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","","CSV"
201507,23,2251,201507,23,2253,97216,595637,"NORTH DAKOTA",38,2015,"July","Tornado","C",97,"TRAILL","FGF","23-JUL-15 22:51:00","CST-6","23-JUL-15 22:53:00","0","0","0","0",,,"Public",,,,,"EF1","0.4","25",,,,,"4","NE","PORTLAND JCT","4","NE","PORTLAND JCT","47.62","-97.28","47.62","-97.28","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","A tornado lasted only briefly west-northwest of Buxton. A mature tree was snapped in a farm shelterbelt and numerous large branches were blown down. Peak winds were estimated at 90 mph.","CSV"
201507,12,2236,201507,12,2236,98769,593429,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",85,"LYMAN","ABR","12-JUL-15 22:36:00","CST-6","12-JUL-15 22:36:00","0","0","0","0","0.00K","0.00K","Mesonet","50.00","MG",,,,,,,,,,"5","WNW","MC CLURE","5","WNW","MC CLURE","44.12","-100.34","44.12","-100.34","Thunderstorms moving across parts of central South Dakota brought winds up to 60 mph.","","CSV"
201507,12,2315,201507,12,2315,98769,593430,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",65,"HUGHES","ABR","12-JUL-15 23:15:00","CST-6","12-JUL-15 23:15:00","0","0","0","0","0.00K","0.00K","Public","52.00","EG",,,,,,,,,,"10","SSE","DE GREY","10","SSE","DE GREY","44.15","-99.84","44.15","-99.84","Thunderstorms moving across parts of central South Dakota brought winds up to 60 mph.","Sixty mph winds were estimated.","CSV"
201507,13,5,201507,13,5,98769,593432,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",59,"HAND","ABR","13-JUL-15 00:05:00","CST-6","13-JUL-15 00:05:00","0","0","0","0","0.00K","0.00K","Trained Spotter","52.00","EG",,,,,,,,,,"1","S","DANFORTH","1","S","DANFORTH","44.24","-98.88","44.24","-98.88","Thunderstorms moving across parts of central South Dakota brought winds up to 60 mph.","Sixty mph winds were estimated.","CSV"
201507,23,1630,201507,23,1630,99268,596188,"SOUTH DAKOTA",46,2015,"July","Hail","C",31,"CORSON","ABR","23-JUL-15 16:30:00","MST-7","23-JUL-15 16:30:00","0","0","0","0","0.00K","0.00K","Trained Spotter","0.88",,,,,,,,,,,"1","NW","WALKER","1","NW","WALKER","45.91","-101.09","45.91","-101.09","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","","CSV"
201507,23,1647,201507,23,1647,99268,596189,"SOUTH DAKOTA",46,2015,"July","Hail","C",31,"CORSON","ABR","23-JUL-15 16:47:00","MST-7","23-JUL-15 16:47:00","0","0","0","0","0.00K","0.00K","Trained Spotter","1.00",,,,,,,,,,,"2","WSW","MAPLE LEAF","2","WSW","MAPLE LEAF","45.91","-100.94","45.91","-100.94","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","","CSV"
201507,23,1915,201507,23,1915,99268,596190,"SOUTH DAKOTA",46,2015,"July","Hail","C",21,"CAMPBELL","ABR","23-JUL-15 19:15:00","CST-6","23-JUL-15 19:15:00","0","0","0","0","0.00K","0.00K","Public","1.00",,,,,,,,,,,"5","NW","MOUND CITY","5","NW","MOUND CITY","45.77","-100.13","45.77","-100.13","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","","CSV"
201507,23,1925,201507,23,1925,99268,596191,"SOUTH DAKOTA",46,2015,"July","Hail","C",21,"CAMPBELL","ABR","23-JUL-15 19:25:00","CST-6","23-JUL-15 19:25:00","0","0","0","0","0.00K","0.00K","Emergency Manager","0.88",,,,,,,,,,,"1","N","MOUND CITY","1","N","MOUND CITY","45.73","-100.07","45.73","-100.07","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","","CSV"
201507,23,2125,201507,23,2125,99268,596193,"SOUTH DAKOTA",46,2015,"July","Hail","C",45,"EDMUNDS","ABR","23-JUL-15 21:25:00","CST-6","23-JUL-15 21:25:00","0","0","0","0","0.00K","0.00K","Trained Spotter","1.25",,,,,,,,,,,"11","NNE","IPSWICH TAYLOR ARPT","11","NNE","IPSWICH TAYLOR ARPT","45.59","-98.9","45.59","-98.9","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","","CSV"
201507,23,2100,201507,23,2100,99268,596195,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",89,"MCPHERSON","ABR","23-JUL-15 21:00:00","CST-6","23-JUL-15 21:00:00","0","0","0","0",,"0.00K","Public","52.00","EG",,,,,,,,,,"5","SE","SPRING CREEK COLONY","5","SE","SPRING CREEK COLONY","45.85","-98.75","45.85","-98.75","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","Sixty mph winds downed many tree branches.","CSV"
201507,23,2150,201507,23,2150,99268,596197,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",13,"BROWN","ABR","23-JUL-15 21:50:00","CST-6","23-JUL-15 21:50:00","0","0","0","0",,"0.00K","Emergency Manager","70.00","EG",,,,,,,,,,"1","SE","HOUGHTON","1","SE","HOUGHTON","45.76","-98.21","45.76","-98.21","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","Eighty mph winds downed many trees throughout Houghton.","CSV"
201507,18,1851,201507,18,1854,99012,595437,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",23,"BRANCH","IWX","18-JUL-15 18:51:00","EST-5","18-JUL-15 18:54:00","0","0","0","0","0.00K","0.00K","Emergency Manager","50.00","EG",,,,,,,,,,"1","SW","BRONSON ARPT","1","SW","BRONSON ARPT","41.87","-85.19","41.87","-85.19","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but a bowing segment developed as cold pool strengthened, causing widespread damaging winds and flooding across southwest lower Michigan.","Tree downed across roadway.","CSV"
201507,18,1854,201507,18,1857,99012,595438,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",23,"BRANCH","IWX","18-JUL-15 18:54:00","EST-5","18-JUL-15 18:57:00","0","0","0","0","0.00K","0.00K","Emergency Manager","50.00","EG",,,,,,,,,,"1","S","COLDWATER","1","S","COLDWATER","41.94","-85","41.94","-85","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but a bowing segment developed as cold pool strengthened, causing widespread damaging winds and flooding across southwest lower Michigan.","Tree downed across roadway. Power lines onto vehicle.","CSV"
201507,18,1858,201507,18,1901,99012,595439,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",23,"BRANCH","IWX","18-JUL-15 18:58:00","EST-5","18-JUL-15 19:01:00","0","0","0","0","0.00K","0.00K","Emergency Manager","50.00","EG",,,,,,,,,,"1","E","COLDWATER ARPT","1","E","COLDWATER ARPT","41.93","-85.04","41.93","-85.04","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but a bowing segment developed as cold pool strengthened, causing widespread damaging winds and flooding across southwest lower Michigan.","Large tree down onto roadway.","CSV"
201507,18,1904,201507,18,1907,99012,595440,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",23,"BRANCH","IWX","18-JUL-15 19:04:00","EST-5","18-JUL-15 19:07:00","0","0","0","0","0.00K","0.00K","Emergency Manager","50.00","EG",,,,,,,,,,"1","W","COLDWATER LAKE","1","W","COLDWATER LAKE","41.85","-85","41.85","-85","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but a bowing segment developed as cold pool strengthened, causing widespread damaging winds and flooding across southwest lower Michigan.","Tree downed blocking U.S. 27 at Warren Road.","CSV"
201507,18,1911,201507,18,1914,99012,595441,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",23,"BRANCH","IWX","18-JUL-15 19:11:00","EST-5","18-JUL-15 19:14:00","0","0","0","0","0.00K","0.00K","Emergency Manager","50.00","EG",,,,,,,,,,"1","S","COLDWATER","1","S","COLDWATER","41.94","-85","41.94","-85","Weak shortwave trough moving through upper Michigan combined with retreating outflow boundary from morning/early afternoon storms, which moved through northern Indiana/northwest Ohio, spurned new storm development from southern Wisconsin southeast through northeast Illinois by later afternoon. Storms were initially sub-severe and disorganized, but a bowing segment developed as cold pool strengthened, causing widespread damaging winds and flooding across southwest lower Michigan.","Several trees down in and around the Coldwater area. Some trees and power lines onto vehicles or roadway.","CSV"
201507,12,1550,201507,12,1550,96475,580167,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",119,"POLK","FGF","12-JUL-15 15:50:00","CST-6","12-JUL-15 15:50:00","0","0","0","0",,,"Public","50.00","EG",,,,,,,,,,"2","E","NORTHLAND","2","E","NORTHLAND","48.08","-96.97","48.08","-96.97","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","Several three to five inch diameter tree branches were blown down.","CSV"
201507,12,1605,201507,12,1605,96475,580170,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",89,"MARSHALL","FGF","12-JUL-15 16:05:00","CST-6","12-JUL-15 16:05:00","0","0","0","0",,,"Public","55.00","EG",,,,,,,,,,"1","N","ARGYLE","1","N","ARGYLE","48.34","-96.82","48.34","-96.82","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","Several older trees were knocked over in addition to some three to five inch diameter branches.","CSV"
201507,12,1605,201507,12,1605,96475,580169,"MINNESOTA",27,2015,"July","Funnel Cloud","C",167,"WILKIN","FGF","12-JUL-15 16:05:00","CST-6","12-JUL-15 16:05:00","0","0","0","0","0.00K","0.00K","Trained Spotter",,,,,,,,,,,,"1","NNW","DORAN","1","NNW","DORAN","46.2","-96.49","46.2","-96.49","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","","CSV"
201507,12,1614,201507,12,1614,96475,580172,"MINNESOTA",27,2015,"July","Hail","C",167,"WILKIN","FGF","12-JUL-15 16:14:00","CST-6","12-JUL-15 16:14:00","0","0","0","0",,,"Trained Spotter","1.75",,,,,,,,,,,"3","NNE","CAMPBELL","3","NNE","CAMPBELL","46.14","-96.38","46.14","-96.38","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","","CSV"
201507,12,2205,201507,12,2205,96475,595634,"MINNESOTA",27,2015,"July","Hail","C",51,"GRANT","FGF","12-JUL-15 22:05:00","CST-6","12-JUL-15 22:05:00","0","0","0","0",,,"Public","1.50",,,,,,,,,,,"1","S","ASHBY","1","S","ASHBY","46.09","-95.82","46.09","-95.82","After some thunderstorms rolled through the U. S. Highway 2 corridor during the evening of the 11th and early morning hours of the 12th, conditions set up for a larger outbreak of severe weather on the afternoon of the 12th. Afternoon temperatures along the Red River Valley into portions of west central Minnesota topped out in the lower 90s with dew points in the low to mid 70s. A stationary boundary set up from northeast North Dakota into west central Minnesota and upper level winds were very favorable to sustain storms. Numerous thunderstorms formed during the late afternoon and evening which produced large hail, tornadoes, and funnel clouds.","","CSV"
201507,1,1615,201507,1,1615,98698,593274,"GULF OF MEXICO",85,2015,"July","Marine Thunderstorm Wind","Z",656,"CHOKOLOSKEE TO BONITA BEACH FL OUT 20NM","MFL","01-JUL-15 16:15:00","EST-5","01-JUL-15 16:15:00","0","0","0","0","0.00K","0.00K","Mesonet","39.00","MG",,,,,,,,,,"25","SSE","WIGGINS PASS","25","SSE","WIGGINS PASS","25.93","-81.73","25.93","-81.73","A moist and unstable airmass resulted in scattered afternoon thunderstorms over the mainland and then moved off the southwest coast into the Gulf of Mexico.","A thunderstorm produced a wind gust of 45 mph measured via Earth Networks at the Marco Island Marriot Beach Resort.","CSV"
201507,14,1431,201507,14,1431,98700,593275,"FLORIDA",12,2015,"July","Hail","C",11,"BROWARD","MFL","14-JUL-15 14:31:00","EST-5","14-JUL-15 14:31:00","0","0","0","0","0.00K","0.00K","Trained Spotter","0.75",,,,,,,,,,,"2","WNW","LIGHTHOUSE PT","2","WNW","LIGHTHOUSE PT","26.28","-80.15","26.28","-80.15","A moist and unstable airmass along with an east coast sea breeze set the stage for numerous showers and thunderstorms along the east coast.","A trained spotter reported penny sized hail just north of Sample Rd. between I95 and the Florida Turnpike. Location was based on radar.","CSV"
201507,14,1451,201507,14,1451,98700,593277,"FLORIDA",12,2015,"July","Hail","C",99,"PALM BEACH","MFL","14-JUL-15 14:51:00","EST-5","14-JUL-15 14:51:00","0","0","0","0","0.00K","0.00K","Public","1.00",,,,,,,,,,,"5","W","OCEAN RIDGE","5","W","OCEAN RIDGE","26.528","-80.1355","26.528","-80.1355","A moist and unstable airmass along with an east coast sea breeze set the stage for numerous showers and thunderstorms along the east coast.","Quarter sized hail was reported on Boynton Beach Blvd. between Military Trail and Jog Rd. Relayed by local media.","CSV"
201507,14,1452,201507,14,1452,98700,593278,"FLORIDA",12,2015,"July","Hail","C",99,"PALM BEACH","MFL","14-JUL-15 14:52:00","EST-5","14-JUL-15 14:52:00","0","0","0","0","0.00K","0.00K","Broadcast Media","0.75",,,,,,,,,,,"1","W","FLORIDA GARDENS","1","W","FLORIDA GARDENS","26.62","-80.14","26.62","-80.14","A moist and unstable airmass along with an east coast sea breeze set the stage for numerous showers and thunderstorms along the east coast.","Penny sized hail was reported one mile south of Greenacres. Received via social media.","CSV"
201507,17,1600,201507,17,1600,98791,593512,"FLORIDA",12,2015,"July","Funnel Cloud","C",99,"PALM BEACH","MFL","17-JUL-15 16:00:00","EST-5","17-JUL-15 16:00:00","0","0","0","0","0.00K","0.00K","Broadcast Media",,,,,,,,,,,,"4","WSW","TEQUESTA","4","WSW","TEQUESTA","26.8854","-80.1654","26.8854","-80.1654","Moisture and instability led to scattered afternoon showers and thunderstorms.","A funnel cloud was reported through social media to be 3 miles west of FAU North Campus.","CSV"
201507,22,1515,201507,22,1515,98793,594347,"FLORIDA",12,2015,"July","Lightning","C",86,"MIAMI-DADE","MFL","22-JUL-15 15:15:00","EST-5","22-JUL-15 15:15:00","3","0","0","0","0.00K","0.00K","Broadcast Media",,,,,,,,,,,,"2","ESE","SUNNY IS","2","ESE","SUNNY IS","25.91","-80.12","25.91","-80.12","Moisture and instability led to scattered afternoon showers and thunderstorms.","Three people were injured as they stood in ankle-deep water from the shoreline at Haulover Beach. The lightning first hit the water at about 4:15 PM EDT at the beach at 10800 Collins Avenue and then hit the three people in the water. One person was treated on the beach and airlifted to Ryder Trauma Center; the two others were taken to area hospitals. Two of the victims were rendered unconscious and one of the victims said he felt chest pain and collapsed. The ages of the victims were unknown but they were all males and were approximately in their 40s or 50s.","CSV"
201507,23,1710,201507,23,1710,99268,596199,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",31,"CORSON","ABR","23-JUL-15 17:10:00","MST-7","23-JUL-15 17:10:00","0","0","0","0","0.00K","0.00K","Public","52.00","EG",,,,,,,,,,"10","NE","MAHTO","10","NE","MAHTO","45.88","-100.56","45.88","-100.56","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","Sixty mph winds were estimated.","CSV"
201507,23,1735,201507,23,1735,99268,596200,"SOUTH DAKOTA",46,2015,"July","Thunderstorm Wind","C",31,"CORSON","ABR","23-JUL-15 17:35:00","MST-7","23-JUL-15 17:35:00","0","0","0","0","0.00K","0.00K","Public","52.00","EG",,,,,,,,,,"6","WSW","KENEL","6","WSW","KENEL","45.81","-100.46","45.81","-100.46","Numerous thunderstorms developed across north central and northeast South Dakota during the evening and early morning hours. Several of the storms produced large hail along with severe wind gusts to over 80 mph.","Sixty mph winds were estimated.","CSV"
